rat_id,study_day,condition,treatment,trial_num,epoch_id,state,duration
5,8,HC,0,3,0,phasic,1.7860000000000582
5,8,HC,0,3,1,phasic,1.4600000000000364
5,8,HC,0,3,2,phasic,2.627999999999929
5,8,HC,0,3,3,phasic,3.1539999999999964
5,8,HC,0,3,0,tonic,48.983999999999924
5,8,HC,0,3,1,tonic,31.233999999999924
5,8,HC,0,3,2,tonic,44.80400000000009
5,8,HC,0,3,3,tonic,23.104000000000042
5,8,HC,0,3,4,tonic,1.1539999999999964
5,8,HC,0,3,5,tonic,42.69200000000001
5,8,HC,0,2,0,phasic,2.174000000000035
5,8,HC,0,2,1,phasic,1.670000000000016
5,8,HC,0,2,2,phasic,1.0120000000000005
5,8,HC,0,2,3,phasic,1.8000000000000114
5,8,HC,0,2,4,phasic,1.0960000000000036
5,8,HC,0,2,5,phasic,4.246000000000095
5,8,HC,0,2,6,phasic,1.7339999999999236
5,8,HC,0,2,7,phasic,1.2079999999998563
5,8,HC,0,2,8,phasic,2.1100000000001273
5,8,HC,0,2,9,phasic,1.4540000000001783
5,8,HC,0,2,0,tonic,8.041999999999973
5,8,HC,0,2,1,tonic,11.259999999999991
5,8,HC,0,2,2,tonic,4.8419999999999845
5,8,HC,0,2,3,tonic,2.670000000000016
5,8,HC,0,2,4,tonic,51.52999999999997
5,8,HC,0,2,5,tonic,14.751999999999953
5,8,HC,0,2,6,tonic,11.521999999999935
5,8,HC,0,2,7,tonic,20.544000000000096
5,8,HC,0,2,8,tonic,2.1059999999999945
5,8,HC,0,2,9,tonic,64.45800000000008
5,8,HC,0,2,10,tonic,18.33400000000006
5,8,HC,0,2,11,tonic,54.5
5,8,HC,0,2,12,tonic,84.59999999999991
5,8,HC,0,2,13,tonic,30.335999999999785
5,8,HC,0,4,0,phasic,1.6899999999999409
5,8,HC,0,4,1,phasic,0.9800000000000182
5,8,HC,0,4,2,phasic,1.6440000000000055
5,8,HC,0,4,3,phasic,4.0499999999999545
5,8,HC,0,4,4,phasic,1.2519999999999527
5,8,HC,0,4,5,phasic,1.0
5,8,HC,0,4,0,tonic,54.0
5,8,HC,0,4,1,tonic,5.716000000000008
5,8,HC,0,4,2,tonic,47.412000000000035
5,8,HC,0,4,3,tonic,12.201999999999998
5,8,HC,0,4,4,tonic,31.50999999999999
5,8,HC,0,4,5,tonic,5.846000000000004
5,8,HC,0,4,6,tonic,30.115999999999985
5,8,HC,0,4,7,tonic,9.266000000000076
5,8,HC,0,4,8,tonic,1.52800000000002
5,8,HC,0,4,9,tonic,66.78800000000001
5,8,HC,0,4,10,tonic,41.0
5,8,HC,0,5,0,phasic,1.094000000000051
5,8,HC,0,5,1,phasic,1.0519999999999072
5,8,HC,0,5,2,phasic,1.1760000000000446
5,8,HC,0,5,3,phasic,1.2440000000001419
5,8,HC,0,5,4,phasic,1.0979999999999563
5,8,HC,0,5,5,phasic,5.180000000000064
5,8,HC,0,5,6,phasic,1.2600000000002183
5,8,HC,0,5,7,phasic,2.1340000000000146
5,8,HC,0,5,8,phasic,1.1700000000000728
5,8,HC,0,5,9,phasic,1.3900000000003274
5,8,HC,0,5,10,phasic,1.6019999999998618
5,8,HC,0,5,0,tonic,58.333999999999946
5,8,HC,0,5,1,tonic,29.426000000000045
5,8,HC,0,5,2,tonic,18.998000000000047
5,8,HC,0,5,3,tonic,1.919999999999959
5,8,HC,0,5,4,tonic,38.0
5,8,HC,0,5,5,tonic,47.0
5,8,HC,0,5,6,tonic,12.895999999999958
5,8,HC,0,5,7,tonic,66.28800000000001
5,8,HC,0,5,8,tonic,69.47399999999993
5,8,HC,0,5,9,tonic,48.80199999999991
5,8,HC,0,5,10,tonic,79.01800000000003
5,8,HC,0,5,11,tonic,73.0
5,8,HC,0,5,12,tonic,26.0
5,8,HC,0,5,13,tonic,29.673999999999978
5,8,HC,0,5,14,tonic,34.0659999999998
5,8,HC,0,5,15,tonic,32.529999999999745
5,8,HC,0,5,16,tonic,8.33600000000024
5,8,HC,0,5,17,tonic,1.0
5,8,HC,0,5,18,tonic,1.8019999999996799
5,8,HC,0,5,19,tonic,0.5799999999999272
5,8,HC,0,5,20,tonic,28.028000000000247
5,8,HC,0,5,21,tonic,2.4279999999998836
5,8,HC,0,5,22,tonic,40.0
5,8,HC,0,5,23,tonic,98.0
5,16,OR,1,5,0,phasic,2.1539999999999964
5,16,OR,1,5,1,phasic,3.009999999999991
5,16,OR,1,5,2,phasic,1.7760000000000673
5,16,OR,1,5,3,phasic,1.1259999999999764
5,16,OR,1,5,4,phasic,1.4780000000000655
5,16,OR,1,5,5,phasic,1.349999999999909
5,16,OR,1,5,6,phasic,2.1359999999999673
5,16,OR,1,5,7,phasic,1.7559999999998581
5,16,OR,1,5,8,phasic,1.1459999999997308
5,16,OR,1,5,9,phasic,0.9740000000001601
5,16,OR,1,5,10,phasic,1.8079999999999927
5,16,OR,1,5,11,phasic,1.837999999999738
5,16,OR,1,5,12,phasic,1.6720000000004802
5,16,OR,1,5,13,phasic,1.3739999999997963
5,16,OR,1,5,14,phasic,2.118000000000393
5,16,OR,1,5,15,phasic,1.2659999999996217
5,16,OR,1,5,16,phasic,0.9840000000003783
5,16,OR,1,5,17,phasic,1.566000000000713
5,16,OR,1,5,18,phasic,1.5979999999999563
5,16,OR,1,5,19,phasic,1.543999999999869
5,16,OR,1,5,20,phasic,1.2820000000010623
5,16,OR,1,5,21,phasic,0.9279999999998836
5,16,OR,1,5,22,phasic,1.5499999999992724
5,16,OR,1,5,23,phasic,1.0540000000000873
5,16,OR,1,5,0,tonic,30.251999999999953
5,16,OR,1,5,1,tonic,8.034000000000106
5,16,OR,1,5,2,tonic,4.009999999999991
5,16,OR,1,5,3,tonic,21.30399999999986
5,16,OR,1,5,4,tonic,58.33400000000006
5,16,OR,1,5,5,tonic,6.246000000000095
5,16,OR,1,5,6,tonic,8.597999999999956
5,16,OR,1,5,7,tonic,7.9659999999998945
5,16,OR,1,5,8,tonic,48.30400000000009
5,16,OR,1,5,9,tonic,17.330000000000382
5,16,OR,1,5,10,tonic,25.690000000000055
5,16,OR,1,5,11,tonic,39.50599999999986
5,16,OR,1,5,12,tonic,29.976000000000113
5,16,OR,1,5,13,tonic,10.735999999999876
5,16,OR,1,5,14,tonic,171.0
5,16,OR,1,5,15,tonic,26.524000000000342
5,16,OR,1,5,16,tonic,89.63799999999992
5,16,OR,1,5,17,tonic,3.6239999999997963
5,16,OR,1,5,18,tonic,4.935999999999694
5,16,OR,1,5,19,tonic,1.5519999999996799
5,16,OR,1,5,20,tonic,59.72400000000016
5,16,OR,1,5,21,tonic,21.747999999999593
5,16,OR,1,5,22,tonic,6.058000000000902
5,16,OR,1,5,23,tonic,26.60399999999936
5,16,OR,1,5,24,tonic,5.7739999999994325
5,16,OR,1,5,25,tonic,0.02599999999983993
5,16,OR,1,5,26,tonic,1.0720000000001164
5,16,OR,1,5,27,tonic,29.773999999999432
5,16,OR,1,5,28,tonic,36.1919999999991
5,16,OR,1,5,29,tonic,6.53400000000147
5,16,OR,1,5,30,tonic,1.3559999999997672
5,16,OR,1,5,31,tonic,8.090000000000146
5,16,OR,1,4,0,phasic,1.1380000000001473
5,16,OR,1,4,1,phasic,1.3220000000001164
5,16,OR,1,4,2,phasic,1.7100000000000364
5,16,OR,1,4,0,tonic,3.241999999999962
5,16,OR,1,4,1,tonic,38.30399999999986
5,16,OR,1,4,2,tonic,23.39799999999991
5,16,OR,1,4,3,tonic,20.885999999999967
5,2,OR,0,4,0,phasic,1.9580000000000837
5,2,OR,0,4,1,phasic,3.3500000000001364
5,2,OR,0,4,0,tonic,35.05799999999999
5,2,OR,0,4,1,tonic,1.3919999999998254
5,2,OR,0,4,2,tonic,2.241999999999962
5,2,OR,0,4,3,tonic,76.0
5,2,OR,0,2,0,phasic,1.8719999999998436
