rat_id,study_day,condition,treatment,trial_num,state,num_bouts,total_duration
11,3,HC,4,5,phasic,18,44.226
11,3,HC,4,5,tonic,31,1116.774
11,3,HC,4,2,phasic,11,22.48
11,3,HC,4,2,tonic,17,522.52
11,1,CON,4,1,phasic,1,1.024
11,1,CON,4,1,tonic,4,51.976
11,1,CON,4,2,phasic,5,7.138
11,1,CON,4,2,tonic,7,194.862
11,1,CON,4,3,phasic,12,21.77
11,1,CON,4,3,tonic,15,427.232
11,1,CON,4,5,phasic,22,47.592
11,1,CON,4,5,tonic,44,1118.408
11,1,CON,4,4,phasic,9,17.994
11,1,CON,4,4,tonic,14,312.006
11,4,OR,4,1,phasic,0,0.0
11,4,OR,4,1,tonic,1,47.0
11,4,OR,4,4,phasic,10,20.576
11,4,OR,4,4,tonic,13,391.424
11,4,OR,4,2,phasic,3,6.776
11,4,OR,4,2,tonic,6,224.224
11,4,OR,4,5,phasic,34,61.97
11,4,OR,4,5,tonic,53,1567.03
11,4,OR,4,3,phasic,11,19.174
11,4,OR,4,3,tonic,16,440.826
